,pred,rel,labels,source,target
3208,0,0,0,"words that people are using I 've got now , so I do n't even think of it , it 's just there and I just talk normal that 's the idea really and if anybody asks you what you 're doing , then you tell them and it and you say , if you do n't wish to be on it , well",ask
3209,0,0,0,"words that people are using I 've got now , so I do n't even think of it , it 's just there and I just talk normal that 's the idea really and if anybody asks you what you 're doing , then you tell them and it and you say , if you do n't wish to be on it , well",tell
3210,0,0,0,"words that people are using I 've got now , so I do n't even think of it , it 's just there and I just talk normal that 's the idea really and if anybody asks you what you 're doing , then you tell them and it and you say , if you do n't wish to be on it , well",say
3211,0,0,0,"words that people are using I 've got now , so I do n't even think of it , it 's just there and I just talk normal that 's the idea really and if anybody asks you what you 're doing , then you tell them and it and you say , if you do n't wish to be on it , well",wish
3212,0,1,1,wipe it off but nobody knows who you are anyway so what difference does it make ?,wipe
3213,0,0,0,wipe it off but nobody knows who you are anyway so what difference does it make ?,know
3214,1,1,1,wipe it off but nobody knows who you are anyway so what difference does it make ?,make
3215,0,0,0,"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors",get
3216,1,0,0,"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors",turn
3217,0,0,0,"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors",mean
3218,0,0,0,"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors",mean
3219,0,0,0,"Unless it got personal , I 'd turn it off , I mean I mean when we went the estate agents and solicitors",go
3220,0,0,0,sort of sit there putting what the solicitor said in your,sit
3221,0,1,1,sort of sit there putting what the solicitor said in your,put
3222,0,0,0,sort of sit there putting what the solicitor said in your,say
3223,0,0,0,turn them off,turn
3224,0,0,0,"Or if anybody told me , I mean I would n't and talking in confidence about their private life or",tell
3225,0,0,0,"Or if anybody told me , I mean I would n't and talking in confidence about their private life or",mean
3226,0,0,0,"Or if anybody told me , I mean I would n't and talking in confidence about their private life or",talk
3227,0,0,0,"just turn them off , and that 's it Just normal conversations the words that people use in common different areas of the country , with accents and dialect and one thing and another it 's for the Oxford English Dictionary the next edition .",turn
3228,0,0,0,"just turn them off , and that 's it Just normal conversations the words that people use in common different areas of the country , with accents and dialect and one thing and another it 's for the Oxford English Dictionary the next edition .",use
3229,0,0,0,"Ã¢ÂÂ I have a very important assignment for you , Paula , Arlene Frampton-Cox said .",say
3230,0,0,0,"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",insert
3231,0,0,0,"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",sit
3232,0,0,0,"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",look
3233,0,0,0,"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",seat
3234,0,0,0,"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",cross
3235,0,0,0,"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",look
3236,0,0,0,"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",think
3237,0,1,1,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",shin
3238,0,0,0,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",sweep
3239,0,1,1,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",catch
3240,0,0,0,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",apply
3241,0,0,0,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",accentuate
3242,0,0,0,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",wear
3243,0,0,0,"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",expect
3244,0,0,0,"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",work
3245,0,0,0,"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",buy
3246,0,0,0,"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",wear
3247,0,0,0,"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",match
3248,0,0,0,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to line the jacket and face the wide reveres .,use
3249,0,1,1,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to line the jacket and face the wide reveres .,line
3250,0,1,1,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to line the jacket and face the wide reveres .,face
3251,0,0,0,"Paula 's bag and shoes were patent black leather , her gloves white , and she carried a long walking umbrella neatly furled in its fur-trimmed case .",carry
3252,0,0,0,"Paula 's bag and shoes were patent black leather , her gloves white , and she carried a long walking umbrella neatly furled in its fur-trimmed case .",furl
3253,0,1,1,"Perfectly groomed from head to toe and with all that assurance , she was ready to take on the world , Arlene thought with satisfaction , for she looked on Paula as her very own creation .",groom
3254,1,0,0,"Perfectly groomed from head to toe and with all that assurance , she was ready to take on the world , Arlene thought with satisfaction , for she looked on Paula as her very own creation .",take
3255,0,0,0,"Perfectly groomed from head to toe and with all that assurance , she was ready to take on the world , Arlene thought with satisfaction , for she looked on Paula as her very own creation .",think
3256,1,1,1,"Perfectly groomed from head to toe and with all that assurance , she was ready to take on the world , Arlene thought with satisfaction , for she looked on Paula as her very own creation .",look
3257,0,1,1,"The raw materials might have been there before Ã¢ÂÂ indeed , had n't it been she , Arlene , who had spotted them ?",spot
3258,1,1,1,eighteen months on the model circuit had eliminated all trace of her former Somerset accent .,eliminate
3259,0,0,0,She had listened to Arlene 's own voice and set about imitating it for she held her mentor in the highest esteem whilst still being a little afraid of her .,listen
3260,0,1,1,She had listened to Arlene 's own voice and set about imitating it for she held her mentor in the highest esteem whilst still being a little afraid of her .,imitate
3261,1,1,1,She had listened to Arlene 's own voice and set about imitating it for she held her mentor in the highest esteem whilst still being a little afraid of her .,hold
3262,0,1,1,"The House of Mattli is expanding from couture into ready-to-wear and one of the big Bristol stores , Taylors , are putting on a show to publicise the fact that they will be stocking the new prÂªt-Â¨-porter ' , Arlene explained .",expand
3263,0,1,1,"The House of Mattli is expanding from couture into ready-to-wear and one of the big Bristol stores , Taylors , are putting on a show to publicise the fact that they will be stocking the new prÂªt-Â¨-porter ' , Arlene explained .",put
3264,0,0,0,"The House of Mattli is expanding from couture into ready-to-wear and one of the big Bristol stores , Taylors , are putting on a show to publicise the fact that they will be stocking the new prÂªt-Â¨-porter ' , Arlene explained .",publicise
3265,0,0,0,"The House of Mattli is expanding from couture into ready-to-wear and one of the big Bristol stores , Taylors , are putting on a show to publicise the fact that they will be stocking the new prÂªt-Â¨-porter ' , Arlene explained .",stock
3266,0,0,0,"The House of Mattli is expanding from couture into ready-to-wear and one of the big Bristol stores , Taylors , are putting on a show to publicise the fact that they will be stocking the new prÂªt-Â¨-porter ' , Arlene explained .",explain
3267,0,0,0,Ã¢ÂÂ I have been asked to supply the models and I would like you to be one of them .,ask
3268,0,1,1,Ã¢ÂÂ I have been asked to supply the models and I would like you to be one of them .,supply
3269,0,0,0,Ã¢ÂÂ I have been asked to supply the models and I would like you to be one of them .,like
3270,0,0,0,The House of Mattli was a husband and wife team who were numbered amongst the top ten names in the Incorporated Society of London Fashion Designers .,number
3271,1,0,0,"Furthermore Madame Mattli was a Frenchwoman , an accident of birth which added to her glamour , for was not Paris the fashion capital of the world ?",add
3272,0,0,0,"Ã¢ÂÂ Madame Mattli will be coming to Bristol herself , Arlene continued .",come
3273,0,0,0,"Ã¢ÂÂ Madame Mattli will be coming to Bristol herself , Arlene continued .",continue
3274,0,0,0,Ã¢ÂÂ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .,bring
3275,0,0,0,I only want the best of my girls on this job .,want
3276,0,0,0,"Madame Mattli , remember , is used to the best .",remember
3277,0,0,0,"Madame Mattli , remember , is used to the best .",use
3278,0,1,1,We ca n't afford any sloppiness .,afford
3279,1,0,0,"I can count on you , Paula , I feel sure .",count
3280,1,1,1,"I can count on you , Paula , I feel sure .",feel
3281,0,0,0,"Ã¢ÂÂ Oh yes , Paula said , brimming with suppressed excitement .",say
3282,1,1,1,"Ã¢ÂÂ Oh yes , Paula said , brimming with suppressed excitement .",brim
3283,0,1,1,"Ã¢ÂÂ Oh yes , Paula said , brimming with suppressed excitement .",suppress
3284,1,0,0,Ã¢ÂÂ You can count on me !,count
3285,0,0,0,"Madame Mattli was almost exactly as Paula had imagined she would be , a petite perfectly turned out woman with an air of chic that was unmistakably French .",imagine
3286,0,0,0,"Madame Mattli was almost exactly as Paula had imagined she would be , a petite perfectly turned out woman with an air of chic that was unmistakably French .",turn
3287,0,0,0,"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .",wear
3288,0,0,0,"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .",cut
3289,0,0,0,"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .",wear
3290,0,0,0,"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .",tailor
3291,1,1,1,"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .",relieve
3292,0,0,0,In the fitting rooms at Taylors she fussed and fretted over her creations like a mother hen and though Paula was overawed by the great designer she also liked her on sight .,fuss
3293,0,0,0,In the fitting rooms at Taylors she fussed and fretted over her creations like a mother hen and though Paula was overawed by the great designer she also liked her on sight .,fret
3294,0,0,0,In the fitting rooms at Taylors she fussed and fretted over her creations like a mother hen and though Paula was overawed by the great designer she also liked her on sight .,overawe
3295,0,0,0,In the fitting rooms at Taylors she fussed and fretted over her creations like a mother hen and though Paula was overawed by the great designer she also liked her on sight .,like
3296,1,1,1,"Madame Mattli might be a stickler for detail , with a generous helping of the artistic temperament which kept her tight-coiled as a spring and which would explode into frenzy if the smallest detail was not as it should be , but she also had a kind face and deep perceptive eyes .",help
3297,1,0,0,"Madame Mattli might be a stickler for detail , with a generous helping of the artistic temperament which kept her tight-coiled as a spring and which would explode into frenzy if the smallest detail was not as it should be , but she also had a kind face and deep perceptive eyes .",keep
3298,1,1,1,"Madame Mattli might be a stickler for detail , with a generous helping of the artistic temperament which kept her tight-coiled as a spring and which would explode into frenzy if the smallest detail was not as it should be , but she also had a kind face and deep perceptive eyes .",explode
3299,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",go
3300,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",grab
3301,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",dare
3302,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",eat
3303,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",show
3304,1,1,1,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",revive
3305,0,0,0,"Half way through the day 's programme of shows , while the dressers went off to grab a sandwich and the model girls , who would not dare to eat while they were showing , revived themselves with cups of black coffee , Madame Mattli took Paula to one side .",take
3306,0,0,0,"Ã¢ÂÂ Little one , I would like to speak with you .",like
3307,0,0,0,"Ã¢ÂÂ Little one , I would like to speak with you .",speak
3308,1,1,1,Paula 's stomach turned a somersault .,turn
3309,0,0,0,"Ã¢ÂÂ I have been watching you work , Madame Mattli said directly .",watch
3310,0,0,0,"Ã¢ÂÂ I have been watching you work , Madame Mattli said directly .",work
3311,0,0,0,"Ã¢ÂÂ I have been watching you work , Madame Mattli said directly .",say
3312,0,0,0,Her accent reminded Paula of Louise Ã¢ÂÂ perhaps that was why she warmed to her in spite of the fact that she was so awe-inspiring .,remind
3313,1,1,1,Her accent reminded Paula of Louise Ã¢ÂÂ perhaps that was why she warmed to her in spite of the fact that she was so awe-inspiring .,warm
3314,0,0,0,"Ã¢ÂÂ Thank you , Paula said faintly .",thank
3315,0,0,0,"Ã¢ÂÂ Thank you , Paula said faintly .",say
3316,0,0,0,Madame Mattli waved a dismissive hand .,wave
3317,0,0,0,Ã¢ÂÂ Do not thank me .,thank
3318,0,0,0,I am not saying this to make your head swell .,say
3319,1,1,1,I am not saying this to make your head swell .,make
3320,1,1,1,The fact is that I have a vacancy arising for a couture model .,arise
3321,0,0,0,I believe you are exactly what I am looking for .,believe
3322,0,1,1,I believe you are exactly what I am looking for .,look
3323,0,0,0,I would like you to come to London to work for me .,like
3324,0,0,0,I would like you to come to London to work for me .,come
3325,0,0,0,I would like you to come to London to work for me .,work
3326,0,0,0,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",see
3327,0,0,0,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",watch
3328,1,1,1,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",lift
3329,0,0,0,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",know
3330,0,0,0,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",know
3331,0,0,0,"Over Madame Mattli 's shoulder Paula could see Arlene watching her , a tiny smile lifting one corner of her scarlet mouth , and Paula knew her well enough by now to know exactly what she was thinking .",think
3332,0,0,0,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",want
3333,1,1,1,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",lose
3334,0,0,0,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",enjoy
3335,1,1,1,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",reflect
3336,1,1,1,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",come
3337,0,0,0,"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",train
3338,0,0,0,She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,know
3339,0,0,0,She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,hop
3340,0,0,0,She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,offer
3341,0,0,0,Madame Mattli demanded .,demand
3342,0,0,0,Ã¢ÂÂ Can I have a little time to think it over ?,think
3343,0,0,0,Paula asked boldly .,ask
3344,0,0,0,But please do not delay too long .,please
3345,0,0,0,But please do not delay too long .,delay
3346,0,0,0,My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,leaf
3347,1,1,1,My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,jump
3348,1,1,1,"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",make
3349,1,1,1,"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",give
3350,0,0,0,"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",say
3351,1,1,1,But inside she was bubbling with excitement .,bubble
3352,0,0,0,Time to think ?,think
3353,0,0,0,She did n't need a single second .,need
3354,0,0,0,The moment Madame Mattli had offered her the job she had made up her mind .,offer
3355,1,1,1,The moment Madame Mattli had offered her the job she had made up her mind .,make
3356,0,0,0,She was going to take it Ã¢ÂÂ of course !,go
3357,1,1,1,She was going to take it Ã¢ÂÂ of course !,take
3358,0,0,0,"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",dress
3359,0,0,0,"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",lug
3360,0,1,1,"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",take
3361,0,0,0,"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",begin
3362,0,0,0,She had booked herself a bed at a YWCA hostel for the time being .,book
3363,0,0,0,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",envisage
3364,1,1,1,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",go
3365,0,0,0,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",satisfy
3366,0,0,0,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",convinced
3367,1,1,1,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",wait
3368,1,0,0,"It was not quite what she envisaged for herself but it had the advantage of being cheap and it went some way towards satisfying Grace , who was convinced that London was a den of iniquity waiting to swallow up her unsuspecting daughter .",swallow
3369,0,0,0,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms Ã¢ÂÂ yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .",think
3370,0,0,0,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms Ã¢ÂÂ yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .",try
3371,0,0,0,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms Ã¢ÂÂ yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .",weigh
3372,0,0,0,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms Ã¢ÂÂ yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .",hat
3373,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",sharing
3374,0,1,1,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",find
3375,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",make
3376,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",queue
3377,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",lock
3378,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",bolt
3379,0,0,0,"Sharing a small spartan room with two other girls Ã¢ÂÂ Northerners whose accent Paula found almost incomprehensible and with whom she had nothing in common , making breakfast in the communal kitchen , queuing for the bath , adhering to a strict curfew after which time the doors were locked and bolted Ã¢ÂÂ none of these were restrictions Paula had the slightest intention of enduring for long .",endure
3380,0,1,1,"As for the House of Mattli , it might have been in a different world to the hostel , with its air of being a cross between a workhouse and a boarding school .",board
3381,0,0,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,ring
3382,0,0,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,go
3383,0,0,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,situate
3384,1,0,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,feel
3385,1,0,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,step
3386,0,0,0,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",cover
3387,0,1,1,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",sweep
3388,0,1,1,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",fade
3389,0,1,1,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",see
3390,0,0,0,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",sweep
3391,0,0,0,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",polished
3392,0,0,0,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",clean
3393,0,0,0,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",let
3394,0,1,1,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",dare
3395,0,1,1,"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .",show
3396,0,0,0,"The showroom was neither large nor small , decorated in muted shades of aubergine which would not detract from the clothes .",decorate
3397,0,0,0,"The showroom was neither large nor small , decorated in muted shades of aubergine which would not detract from the clothes .",detract
3398,0,0,0,"The crystal chandelier was for effect only Ã¢ÂÂ lighting that would show off the clothes to their best advantage was brilliant yet discreet , and along one wall were racks holding some of the ready-to-wear garments .",show
3399,0,0,0,"The crystal chandelier was for effect only Ã¢ÂÂ lighting that would show off the clothes to their best advantage was brilliant yet discreet , and along one wall were racks holding some of the ready-to-wear garments .",hold
3400,0,0,0,"Pattern cutters , fitters , sewing hands and their assistants all worked at an incredible speed .",sew
3401,0,0,0,"Pattern cutters , fitters , sewing hands and their assistants all worked at an incredible speed .",work
3402,0,1,1,"This , Paula soon discovered , was the way of the fashion world Ã¢ÂÂ a constant frantic rush against the clock , to have collections ready on time or to complete individual couture garments for customers who always considered their order more urgent , more important , than that of anyone else .",discover
3403,0,0,0,"This , Paula soon discovered , was the way of the fashion world Ã¢ÂÂ a constant frantic rush against the clock , to have collections ready on time or to complete individual couture garments for customers who always considered their order more urgent , more important , than that of anyone else .",complete
3404,0,0,0,"This , Paula soon discovered , was the way of the fashion world Ã¢ÂÂ a constant frantic rush against the clock , to have collections ready on time or to complete individual couture garments for customers who always considered their order more urgent , more important , than that of anyone else .",consider
3405,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,amazed
